Ligand,Receptor,LRscore,ligand_mean_expr,receptor_mean_expr,ligand_pct_expr,receptor_pct_expr
CXCL14__Malignant,TYROBP__Macrophage,1.1444438090373472,2.849692624184015,0.4016025445428694,66.45602948920485,8.030542390731963
APP__Malignant,NCSTN__Stroma,1.14443901764435,2.2825478446454506,0.5013866501545847,62.32227488151659,10.42654028436019
TNFSF10__Malignant,ITGB2__Macrophage,1.1438472590986846,3.1448646998452707,0.3637190684721548,66.29805160610847,8.004212743549237
PODXL2__Malignant,ITGB5__Stroma,1.1432904827112498,1.3459089999872773,0.8494560053629607,43.733543970510794,15.11321748288573
CD9__Malignant,FLOT1__Macrophage,1.1428378314342964,3.4571021235539154,0.33057682145052003,67.6408636124276,7.60926803580832
ANXA2__Macrophage,ENO1__Malignant,1.142497375872536,0.3739448565684712,3.0552562919483264,7.925223802001054,67.14060031595577
IGFBP4__Malignant,CD9__Macrophage,1.1413395857459279,3.020290638026889,0.3778906477992291,68.45708267509215,8.004212743549237
LYZ__Macrophage,ITGB5__Malignant,1.1411404850617266,0.5180991853781101,2.2025521700616446,8.293838862559241,63.3754607688257
COPA__Malignant,CD81__Macrophage,1.1394282593596614,2.4864563801269832,0.45825387023337644,63.69141653501843,8.267509215376515
ANXA2__Macrophage,ERBB2__Malignant,1.135853785874549,0.3739448565684712,3.0374900628338186,7.925223802001054,66.58767772511848
C1QA__Macrophage,ATP6AP2__Malignant,1.1332115216947907,0.48319854888363495,2.3452295631121474,8.293838862559241,62.95418641390206
HLA-B__Malignant,CD163__Macrophage,1.1329045738753694,4.450106578742534,0.25457920025715297,69.03633491311216,6.503422854133754
GRN__Macrophage,PRLR__Malignant,1.1326659825466616,0.4700428975682906,2.409707684992945,8.293838862559241,61.87467087941022
PSAP__Macrophage,TYROBP__Malignant,1.1322444722574636,0.5790366470664519,1.9553934591078206,8.293838862559241,60.55818852027382
GRN__Macrophage,IFITM1__Malignant,1.131884230386727,0.4700428975682906,2.4080445343231256,8.293838862559241,62.34860452869931
HLA-DRB1__Malignant,ITGB2__Macrophage,1.1317502974507376,3.111605619702012,0.3637190684721548,68.27277514481305,8.004212743549237
ANXA2__Macrophage,CD151__Malignant,1.1308993778811736,0.3739448565684712,3.02424102916923,7.925223802001054,67.19325961032122
CCL5__Malignant,SDC1__Stroma,1.1298057894937141,1.3341843751708566,0.8468138366176191,42.18009478672986,15.297525013164822
HLA-DRA__Macrophage,TYROBP__Malignant,1.127877615342987,0.5768034101216638,1.9553934591078206,8.293838862559241,60.55818852027382
LAMA5__Malignant,ITGAV__Stroma,1.1255917490168277,2.0447557705953012,0.5504773553905304,58.89942074776198,10.795155344918378
APOE__Macrophage,MAGED1__Malignant,1.1255066366316626,0.6168849897367406,1.824499955999869,8.293838862559241,56.766719325961034
HLA-DMA__Macrophage,ENO1__Malignant,1.1250158101747794,0.3682230564877949,3.0552562919483264,7.9515534491837805,67.14060031595577
C1QB__Macrophage,ATP6AP2__Malignant,1.1202329867811285,0.47766453416806076,2.3452295631121474,8.267509215376515,62.95418641390206
VIM__Macrophage,PRLR__Malignant,1.1194642757483089,0.4645643464226186,2.409707684992945,8.241179568193786,61.87467087941022
VIM__Macrophage,IFITM1__Malignant,1.1186916352443819,0.4645643464226186,2.4080445343231256,8.241179568193786,62.34860452869931
HLA-DMA__Macrophage,ERBB2__Malignant,1.1184738749879728,0.3682230564877949,3.0374900628338186,7.9515534491837805,66.58767772511848
HLA-DMA__Macrophage,CD151__Malignant,1.1135952753164884,0.3682230564877949,3.02424102916923,7.9515534491837805,67.19325961032122
ITGB2__Macrophage,ENO1__Malignant,1.1112549724511351,0.3637190684721548,3.0552562919483264,8.004212743549237,67.14060031595577
C1QA__Macrophage,ADORA2A__Malignant,1.1075467386745206,0.48319854888363495,2.2921152003319505,8.293838862559241,60.61084781463928
COPA__Malignant,CD63__Macrophage,1.105859414181991,2.4864563801269832,0.44475319294582394,63.69141653501843,8.241179568193786
ITGB2__Macrophage,ERBB2__Malignant,1.1047930561473434,0.3637190684721548,3.0374900628338186,8.004212743549237,66.58767772511848
EFNA1__Malignant,FLOT1__Macrophage,1.1044468405552168,3.340968782109631,0.33057682145052003,67.16692996313849,7.60926803580832
GRN__Macrophage,ATP6AP2__Malignant,1.10235849930805,0.4700428975682906,2.3452295631121474,8.293838862559241,62.95418641390206
PSAP__Macrophage,CD44__Malignant,1.1006953006312852,0.5790366470664519,1.900907837539627,8.293838862559241,58.58346498156924
ITGB2__Macrophage,CD151__Malignant,1.099974129964703,0.3637190684721548,3.02424102916923,8.004212743549237,67.19325961032122
AZGP1__Malignant,FLOT1__Macrophage,1.0990263692545938,3.324571772552703,0.33057682145052003,67.53554502369668,7.60926803580832
CXCL14__Malignant,ENO1__Macrophage,1.0989273530444674,2.849692624184015,0.3856301355866884,66.45602948920485,8.056872037914692
IGFBP4__Malignant,ITGB2__Macrophage,1.09853729737831,3.020290638026889,0.3637190684721548,68.45708267509215,8.004212743549237
HLA-DRA__Macrophage,CD44__Malignant,1.0964501230198547,0.5768034101216638,1.900907837539627,8.293838862559241,58.58346498156924
HLA-A__Malignant,CD163__Macrophage,1.095516781376317,4.3032454350933795,0.25457920025715297,69.08899420747761,6.503422854133754
C1QB__Macrophage,ADORA2A__Malignant,1.0948621394260925,0.47766453416806076,2.2921152003319505,8.267509215376515,60.61084781463928
VIM__Macrophage,ATP6AP2__Malignant,1.0895100391981982,0.4645643464226186,2.3452295631121474,8.241179568193786,62.95418641390206
PSEN1__Malignant,NOTCH3__Stroma,1.0801306851271923,1.4528583633670789,0.7434521577340342,50.23696682464455,13.58609794628752
PSAP__Macrophage,CD47__Malignant,1.0790410200387053,0.5790366470664519,1.8635107561937638,8.293838862559241,56.6350710900474
MMP7__Malignant,CD81__Stroma,1.077928481400482,0.826877493201499,1.3036132803989686,27.883096366508685,19.40494997367035
NAMPT__Malignant,ITGB1__Stroma,1.0778108142925846,1.1720366559080444,0.9196050386816123,41.943127962085306,15.876777251184834
GRN__Macrophage,ADORA2A__Malignant,1.077392470324353,0.4700428975682906,2.2921152003319505,8.293838862559241,60.61084781463928
GPC3__Malignant,CD81__Stroma,1.0772974113094782,0.8263934001805913,1.3036132803989686,34.99210110584518,19.40494997367035
CXCL14__Malignant,CD9__Macrophage,1.0768721917815824,2.849692624184015,0.3778906477992291,66.45602948920485,8.004212743549237
HLA-DRA__Macrophage,CD47__Malignant,1.0748793589709633,0.5768034101216638,1.8635107561937638,8.293838862559241,56.6350710900474
FN1__Stroma,CD163__Malignant,1.0735439548959615,1.4325379738808335,0.7493999980940574,19.641916798314902,33.62295945234334
MMP7__Malignant,CD74__Stroma,1.0679796713990948,0.826877493201499,1.2915814980815332,27.883096366508685,20.221169036334913
VIM__Macrophage,ADORA2A__Malignant,1.0648349999675621,0.4645643464226186,2.2921152003319505,8.241179568193786,60.61084781463928
C1QA__Macrophage,ITGB5__Malignant,1.0642700124142879,0.48319854888363495,2.2025521700616446,8.293838862559241,63.3754607688257
TFF3__Malignant,CD163__Macrophage,1.0596119401593795,4.162209399232361,0.25457920025715297,68.90468667719853,6.503422854133754
BST2__Malignant,FLOT1__Macrophage,1.0595307794888904,3.2050970023845986,0.33057682145052003,67.58820431806214,7.60926803580832
PSAP__Macrophage,MAGED1__Malignant,1.0564523370950532,0.5790366470664519,1.824499955999869,8.293838862559241,56.766719325961034
LTBP1__Stroma,CD74__Malignant,1.0531329253668522,0.24817636576039656,4.243485966683894,5.213270142180095,69.03633491311216
HLA-DRA__Macrophage,MAGED1__Malignant,1.05237779638755,0.5768034101216638,1.824499955999869,8.293838862559241,56.766719325961034
C1QB__Macrophage,ITGB5__Malignant,1.052081056293347,0.47766453416806076,2.2025521700616446,8.267509215376515,63.3754607688257
TNFSF10__Malignant,FLOT1__Macrophage,1.0396193763667934,3.1448646998452707,0.33057682145052003,66.29805160610847,7.60926803580832
CXCL14__Malignant,ITGB2__Macrophage,1.0364875467001802,2.849692624184015,0.3637190684721548,66.45602948920485,8.004212743549237
GRN__Macrophage,ITGB5__Malignant,1.0352940040611018,0.4700428975682906,2.2025521700616446,8.293838862559241,63.3754607688257
HLA-DRB1__Malignant,FLOT1__Macrophage,1.0286246953686666,3.111605619702012,0.33057682145052003,68.27277514481305,7.60926803580832
ANXA2__Macrophage,FLOT1__Malignant,1.025735961907979,0.3739448565684712,2.7430139601884367,7.925223802001054,65.7451290152712
ECM1__Malignant,IL6ST__Stroma,1.0238204503364718,0.9353760217931966,1.0945549452654555,41.442864665613484,17.9304897314376
VIM__Macrophage,ITGB5__Malignant,1.0232272093464083,0.4645643464226186,2.2025521700616446,8.241179568193786,63.3754607688257
MIF__Malignant,CXCR4__Stroma,1.017885080347604,4.565749518402244,0.22293931724572721,69.06266456029489,8.08320168509742
ANXA2__Macrophage,PLXNB2__Malignant,1.015723395861224,0.3739448565684712,2.7162384453742043,7.925223802001054,65.69246972090575
ANXA2__Macrophage,SDC1__Malignant,1.0139472988175326,0.3739448565684712,2.7114888225020253,7.925223802001054,64.797261716693
LYZ__Macrophage,TYROBP__Malignant,1.0130877582574467,0.5180991853781101,1.9553934591078206,8.293838862559241,60.55818852027382
APOE__Macrophage,IL13RA1__Malignant,1.0123949584478582,0.6168849897367406,1.6411405290958758,8.293838862559241,52.58030542390731
HLA-DMA__Macrophage,FLOT1__Malignant,1.0100409844092768,0.3682230564877949,2.7430139601884367,7.9515534491837805,65.7451290152712
HLA-C__Malignant,CD163__Macrophage,1.0091969443988336,3.9641767409883983,0.25457920025715297,68.64139020537124,6.503422854133754
HLA-DMA__Macrophage,PLXNB2__Malignant,1.000181622505346,0.3682230564877949,2.7162384453742043,7.9515534491837805,65.69246972090575
SEMA3C__Malignant,PLXND1__Stroma,0.9995833049379987,1.4860115568939467,0.672661864775347,49.07846234860453,13.217482885729332
COPA__Malignant,TYROBP__Macrophage,0.9985672091538487,2.4864563801269832,0.4016025445428694,63.69141653501843,8.030542390731963
IGFBP4__Malignant,FLOT1__Macrophage,0.998438078975692,3.020290638026889,0.33057682145052003,68.45708267509215,7.60926803580832
HLA-DMA__Macrophage,SDC1__Malignant,0.9984327018541878,0.3682230564877949,2.7114888225020253,7.9515534491837805,64.797261716693
ITGB2__Macrophage,FLOT1__Malignant,0.9976864824058544,0.3637190684721548,2.7430139601884367,8.004212743549237,65.7451290152712
ANXA2__Macrophage,GFRA1__Malignant,0.995166380531858,0.3739448565684712,2.6612650583405952,7.925223802001054,64.6129541864139
ITGB2__Macrophage,PLXNB2__Malignant,0.9879477170997595,0.3637190684721548,2.7162384453742043,8.004212743549237,65.69246972090575
ITGB2__Macrophage,SDC1__Malignant,0.9862201886930965,0.3637190684721548,2.7114888225020253,8.004212743549237,64.797261716693
LYZ__Macrophage,CD44__Malignant,0.9848588021081456,0.5180991853781101,1.900907837539627,8.293838862559241,58.58346498156924
CD24__Malignant,CD163__Macrophage,0.9819578130424292,3.8571800526144475,0.25457920025715297,68.19378620326488,6.503422854133754
HLA-DMA__Macrophage,GFRA1__Malignant,0.9799391539063438,0.3682230564877949,2.6612650583405952,7.9515534491837805,64.6129541864139
UBA52__Malignant,CD163__Macrophage,0.9792649971524444,3.846602535333912,0.25457920025715297,68.74670879410216,6.503422854133754
COMP__Stroma,PLXNA3__Malignant,0.9708488308106317,0.8062875301300323,1.2040975390678064,13.717746182201159,42.28541337546077
ITGB2__Macrophage,GFRA1__Malignant,0.967952847977136,0.3637190684721548,2.6612650583405952,8.004212743549237,64.6129541864139
LYZ__Macrophage,CD47__Malignant,0.965483404727335,0.5180991853781101,1.8635107561937638,8.293838862559241,56.6350710900474
COPA__Malignant,ENO1__Macrophage,0.958852510998755,2.4864563801269832,0.3856301355866884,63.69141653501843,8.056872037914692
ANXA2__Macrophage,CD55__Malignant,0.958310563603544,0.3739448565684712,2.5627055614497336,7.925223802001054,63.90205371248025
PSAP__Macrophage,IL13RA1__Malignant,0.9502805093325387,0.5790366470664519,1.6411405290958758,8.293838862559241,52.58030542390731
HLA-DRA__Macrophage,IL13RA1__Malignant,0.9466154536713728,0.5768034101216638,1.6411405290958758,8.293838862559241,52.58030542390731
ANXA2__Macrophage,AMFR__Malignant,0.9455339914214573,0.3739448565684712,2.528538566082203,7.925223802001054,62.82253817798842
LYZ__Macrophage,MAGED1__Malignant,0.9452719409259297,0.5180991853781101,1.824499955999869,8.293838862559241,56.766719325961034
C1QA__Macrophage,TYROBP__Malignant,0.9448432819374503,0.48319854888363495,1.9553934591078206,8.293838862559241,60.55818852027382
HLA-DMA__Macrophage,CD55__Malignant,0.9436472747152914,0.3682230564877949,2.5627055614497336,7.9515534491837805,63.90205371248025
CXCL14__Malignant,FLOT1__Macrophage,0.9420423298137429,2.849692624184015,0.33057682145052003,66.45602948920485,7.60926803580832
COPA__Malignant,CD9__Macrophage,0.9396086122107119,2.4864563801269832,0.3778906477992291,63.69141653501843,8.004212743549237
DAG1__Malignant,LAMA4__Stroma,0.9394757396654178,2.456571024332633,0.3824337787752916,63.507109004739334,7.793575566087414
VEGFA__Malignant,ITGAV__Stroma,0.9367610585328365,1.7017249653589495,0.5504773553905304,52.08004212743549,10.795155344918378
GNAS__Malignant,CD163__Macrophage,0.9343820732487138,3.67030013569406,0.25457920025715297,68.27277514481305,6.503422854133754
C1QB__Macrophage,TYROBP__Malignant,0.9340221057600101,0.47766453416806076,1.9553934591078206,8.267509215376515,60.55818852027382
ITGB2__Macrophage,CD55__Malignant,0.9321048795789075,0.3637190684721548,2.5627055614497336,8.004212743549237,63.90205371248025
HLA-DMA__Macrophage,AMFR__Malignant,0.931066199250055,0.3682230564877949,2.528538566082203,7.9515534491837805,62.82253817798842
TFF3__Malignant,CXCR4__Stroma,0.9279201216986109,4.162209399232361,0.22293931724572721,68.90468667719853,8.08320168509742
ITGB2__Macrophage,AMFR__Malignant,0.919677691851337,0.3637190684721548,2.528538566082203,8.004212743549237,62.82253817798842
GRN__Macrophage,TYROBP__Malignant,0.9191188074051228,0.4700428975682906,1.9553934591078206,8.293838862559241,60.55818852027382
LTBP1__Stroma,BAMBI__Malignant,0.9188639173427515,0.24817636576039656,3.702463425666707,5.213270142180095,67.93048973143759
C1QA__Macrophage,CD44__Malignant,0.9185159086606763,0.48319854888363495,1.900907837539627,8.293838862559241,58.58346498156924
TIMP3__Stroma,LDLR__Malignant,0.9115569523694936,1.0308663439741617,0.8842629868536493,16.824644549763033,31.85887309110058
FN1__Stroma,CD74__Macrophage,0.9091172874213472,1.4325379738808335,0.6346200268314651,19.641916798314902,8.293838862559241
VIM__Macrophage,TYROBP__Malignant,0.9084060843294881,0.4645643464226186,1.9553934591078206,8.241179568193786,60.55818852027382
C1QB__Macrophage,CD44__Malignant,0.9079962567147817,0.47766453416806076,1.900907837539627,8.267509215376515,58.58346498156924
MMP7__Malignant,IL6ST__Stroma,0.9050628493124038,0.826877493201499,1.0945549452654555,27.883096366508685,17.9304897314376
COPA__Malignant,ITGB2__Macrophage,0.9043715983764323,2.4864563801269832,0.3637190684721548,63.69141653501843,8.004212743549237
B2M__Malignant,IL2RG__Macrophage,0.9024302465665764,4.6627616364755315,0.19353986262285147,69.06266456029489,5.555555555555555
ARF1__Malignant,CD163__Macrophage,0.9015487519792517,3.5413291858431024,0.25457920025715297,68.06213796735123,6.503422854133754
ANXA2__Macrophage,PRLR__Malignant,0.9010977946366296,0.3739448565684712,2.409707684992945,7.925223802001054,61.87467087941022
ANXA2__Macrophage,IFITM1__Malignant,0.9004758679979522,0.3739448565684712,2.4080445343231256,7.925223802001054,62.34860452869931
C1QA__Macrophage,CD47__Malignant,0.900445693221872,0.48319854888363495,1.8635107561937638,8.293838862559241,56.6350710900474
PODXL2__Malignant,CAP1__Stroma,0.900153755885095,1.3459089999872773,0.6688072937275878,43.733543970510794,13.217482885729332
HSPA1A__Malignant,CD163__Macrophage,0.8984852660810605,3.529295657985773,0.25457920025715297,67.7461822011585,6.503422854133754
GRN__Macrophage,CD44__Malignant,0.8935082279673997,0.4700428975682906,1.900907837539627,8.293838862559241,58.58346498156924
PODXL2__Malignant,LAMP2__Stroma,0.8927950692713744,1.3459089999872773,0.6633398463639175,43.733543970510794,12.76987888362296
C1QB__Macrophage,CD47__Malignant,0.8901329972744648,0.47766453416806076,1.8635107561937638,8.267509215376515,56.6350710900474
HLA-DMA__Macrophage,PRLR__Malignant,0.8873099290102308,0.3682230564877949,2.409707684992945,7.9515534491837805,61.87467087941022
LGALS3BP__Malignant,CD163__Macrophage,0.8871072866658783,3.484602378237509,0.25457920025715297,68.72037914691943,6.503422854133754
HLA-DMA__Macrophage,IFITM1__Malignant,0.88669751858719,0.3682230564877949,2.4080445343231256,7.9515534491837805,62.34860452869931
MMP7__Malignant,CD151__Stroma,0.8862838610450651,0.826877493201499,1.0718442191642645,27.883096366508685,18.43075302790943
MIF__Malignant,IL2RG__Macrophage,0.8836545345619206,4.565749518402244,0.19353986262285147,69.06266456029489,5.555555555555555
VIM__Macrophage,CD44__Malignant,0.8830940071562302,0.4645643464226186,1.900907837539627,8.241179568193786,58.58346498156924
FN1__Stroma,TREM2__Malignant,0.8824334935436285,1.4325379738808335,0.6159930903283924,19.641916798314902,24.986835176408636
C1QA__Macrophage,MAGED1__Malignant,0.8815957311773924,0.48319854888363495,1.824499955999869,8.293838862559241,56.766719325961034
CD9__Malignant,CD163__Macrophage,0.8801062938216611,3.4571021235539154,0.25457920025715297,67.6408636124276,6.503422854133754
ANXA2__Macrophage,ATP6AP2__Malignant,0.8769865325981103,0.3739448565684712,2.3452295631121474,7.925223802001054,62.95418641390206
ITGB2__Macrophage,PRLR__Malignant,0.8764566344758266,0.3637190684721548,2.409707684992945,8.004212743549237,61.87467087941022
GRN__Macrophage,CD47__Malignant,0.875929995490993,0.4700428975682906,1.8635107561937638,8.293838862559241,56.6350710900474
